Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: Regional, State and Local Organizations") And Edition (28)  LIMITS: Database ..."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,SIC Code,SIC Description,SIC Code - Industries Served,SIC Description - Industries Served,Year Founded,Number of Employees,Budget,Number of Members,Library Maintained,Awards Bestowed,Award Type,Publications Issued,Publication Type,Publication Frequency,Advertising Accepted,Conventions/Meetings Held,Conventions/Meeting Type,Exhibits,Subject Descriptor,Section Number,Section Heading,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"GUFKHW929876384","Hotel Association of North Texas (HANTX)","325 N St. Paul St., Ste. 2370","","","","","Dallas, TX 75201-3808 USA","Dallas","TX","75201-3808","United States","214","(214)742-4930","","(214)651-7852","","http://www.hantx.org","8611","Business Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Hospitality Industries","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","John Klukan","","","",""
"LNMXUD146806598","Houston Association for Communication Disorders (HACD)","3636 W Dallas","","","","","Houston, TX 77227 USA","Houston","TX","77227","United States","713","(713)623-8424; (713)743-2894","","","info@hacd.com","http://www.hacd.org","8699","Membership Organizations Nec","","","1971","","","300","None Reported","None Reported","","None Reported","","","","None Reported","","","Speech and Hearing","4; 08","South Central and Great Plains States; Health and Medical Organizations","info@hacd.com","","","",""
"GJFEOU573720661","Houston Association for the Education of Young Children (HAAEYC)","13280 Northwest Fwy., Ste. F326","","","","","Houston, TX 77040 USA","Houston","TX","77040","United States","713","(713)781-2155","888-873-6588","","haaeyc@haaeyc.org","http://www.haaeyc.org","8621","Professional Organizations","8351","Child Day Care Services","","","","","None Reported","Yes","Recognition; Scholarship","Yes","Newsletter","quarterly","No","None Reported","","","Childhood Education","4; 05","South Central and Great Plains States; Educational Organizations","Deborah Joy Irabor","","","",""
"ACOPNK814610332","Houston Association of Health Underwriters (HAHU)","c/o Kathi Sandler, Executive Director","PO Box 31475","","","","Houston, TX 77231 USA","Houston","TX","77231","United States","713","(713)520-5720","","(713)583-2858","","http://www.hahu.org","8611","Business Associations","","","","","","","None Reported","None Reported","","Yes","Newsletter","monthly","No","None Reported","","","Insurance","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","Jo L Middleton, CBC","","","",""
"MYMDLP327498606","Houston Association of Legal Professionals (HALP)","1301 McKinney St., Ste. 5100","","","","","Houston, TX 77010-3095 USA","Houston","TX","77010-3095","United States","713","(713)651-3713","","(713)858-3009","","http://www.houstonalp.org","8621","Professional Organizations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Legal","4; 03","South Central and Great Plains States; Legal, Governmental, Public Administration, and Military Organizations","Lida Vega","","","",""
"SGMQBW288929112","Houston Association of Volunteer Administrators (HAVA)","PO Box 130975","","","","","Houston, TX 77219 USA","Houston","TX","77219","United States","","","","","info@hava.org","http://www.hava.org","8621","Professional Organizations","8399","Social Services Nec","1973","","","250","None Reported","Yes","Recognition","None Reported","","","","None Reported","","","Voluntarism","4; 07","South Central and Great Plains States; Social Welfare Organizations","WyKisha McKinney","","","",""
"LRWPGB413977881","Houston Bar Association (HBA)","1111 Bagby St., FLB 200","","","","","Houston, TX 77002 USA","Houston","TX","77002","United States","713","(713)759-1133","","(713)759-1710","","http://www.hba.org","8699","Membership Organizations Nec","","","1870","","","11500","None Reported","None Reported","","Yes","Newsletter","bimonthly","No","None Reported","","","Attorneys","4; 03","South Central and Great Plains States; Legal, Governmental, Public Administration, and Military Organizations","Kay Sim","","","",""
"DTHEOE471748968","Houston Business and Estate Planning Council","c/o Andrew Gardener, Secretary","Tanglewood Legacy Advisors","1 Riverway, Ste. 1550","","","Houston, TX 77056 USA","Houston","TX","77056","United States","713","(713)599-4999","","(713)599-4989","","http://www.hbepc.org","8611","Business Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Financial Planning","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","(713)599-4989","","","",""
"PFLVWQ393215981","Houston Chapter of the Society for Neuroscience","c/o David W. Marshak, PhD, Representative","Dept. of Neurobiology & Anatomy","University of Texas at Houston","","","Houston, TX 77225 USA","Houston","TX","77225","United States","713","(713)500-5617","","(713)500-0621","","http://www.uth.tmc.edu/sfnhouston","8621","Professional Organizations","8731","Commercial Physical Research","1997","","2750","350","None Reported","Yes","Recognition","Yes","Paper","annual","Yes","None Reported","","","Neuroscience","4; 04","South Central and Great Plains States; Engineering, Technological, and Natural and Social Sciences Organizations","David W. Marshak, PhD","","","",""
"AVVSBM638678960","Houston Chinese American Lions Club","c/o Albert L. Wong, President","34 Lana Ln.","","","","Houston, TX 77027-5606 USA","Houston","TX","77027-5606","United States","713","(713)977-6060","","(713)977-6086","","http://www.lions2s2.org","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Service Clubs","4; 07","South Central and Great Plains States; Social Welfare Organizations","Albert L. Wong","","","",""
"KVOBGF080666604","Houston Classic Chevy Club","c/o Bob Stone, Treasurer","PO Box 2848","","","","Sugar Land, TX 77487 USA","Sugar Land","TX","77487","United States","281","(281)814-3385","","","","http://www.houstonclassicchevyclub.com","8699","Membership Organizations Nec","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Automobile","4; 13","South Central and Great Plains States; Hobby and Avocational Organizations","Greg Phillips","","","",""
"IXKIDG098917308","Houston Collie Rescue (HCR)","PO Box 526","","","","","Stafford, TX 77497-0526 USA","Stafford","TX","77497-0526","United States","281","(281)479-2167; (281)564-6852","","","houcollierescue@yahoo.com","http://www.houstoncollierescue.org","8699","Membership Organizations Nec","","","2000","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Dog","4; 07","South Central and Great Plains States; Social Welfare Organizations","Vickey Willard","","","",""
"ZWRSOX342895080","Houston Compensation and Benefits","10401 Westoffice Dr.","","","","","Houston, TX 77042 USA","Houston","TX","77042","United States","832","(832)203-4262","","","admin@houstoncandb.org","http://houstoncandb.org","8621","Professional Organizations","9441","Administration of Social and Manpower Programs","","","","200","None Reported","None Reported","","None Reported","","","","None Reported","","","Employment","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","Logan Beszterda","","","",""
"LLWECH961989443","Houston Customhouse Brokers and Freight Forwarders Association (HCBFFA)","PO Box 53359","","","","","Houston, TX 77052 USA","Houston","TX","77052","United States","832","(832)821-5582","","","info@hcbffa.org","http://www.hcbffa.org","8621","Professional Organizations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Shipping","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","Kathy Murray","","","",""
"MAGTWP036035771","Houston Federation of Teachers (HFT)","3100 Weslayan St.","","","","","Houston, TX 77027-5727 USA","Houston","TX","77027-5727","United States","713","(713)623-8891","","","hft2415@aol.com","http://hft.tx.aft.org","8631","Labor Organizations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Education","4; 15","South Central and Great Plains States; Labor Unions, Associations, and Federations","Gayle Fallon","","","",""
"DGKPGP803596940","Houston Gas Processors Association","c/o David McKellips, Treasurer","2800 Post Oak Blvd., Level 3","","","","Houston, TX 77056 USA","Houston","TX","77056","United States","713","(713)845-7850; (713)215-3127","","","","http://www.houstongpa.org","8611","Business Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Petroleum","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","Harvey Hensley","","","",""
"MLURFO181183376","Houston Gem and Mineral Society (HGMS)","10805 Brooklet Dr.","","","","","Houston, TX 77099 USA","Houston","TX","77099","United States","281","(281)530-0942","","","","http://www.hgms.org","8621","Professional Organizations","","","1948","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Mineralogy","4; 04","South Central and Great Plains States; Engineering, Technological, and Natural and Social Sciences Organizations","Raymond Kizer","","","",""
"DJHPSR948509827","Houston Geological Society (HGS)","14811 St. Marys Ln., Ste. 250","","","","","Houston, TX 77079 USA","Houston","TX","77079","United States","713","(713)463-9476","","(281)679-5504","","http://www.hgs.org","8621","Professional Organizations","","","1951","","","","None Reported","Yes","Scholarship","None Reported","","","","None Reported","","","Geology","4; 04","South Central and Great Plains States; Engineering, Technological, and Natural and Social Sciences Organizations","Deborah Sacrey","","","",""
"RGDVNJ635033413","Houston Heat Baseball","PO Box 7517","","","","","Pasadena, TX 77508 USA","Pasadena","TX","77508","United States","713","(713)690-5564","","","","http://houstonheat.hardballsystems.com","8699","Membership Organizations Nec","","","2002","7","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Baseball","4; 14","South Central and Great Plains States; Athletic and Sports Organizations","John Ruiz","","","",""
"MKNENT331353037","Houston Heights Lions Club","c/o Mark Roth, Secretary","3614 Montrose Blvd., No. 207","","","","Houston, TX 77006 USA","Houston","TX","77006","United States","713","(713)523-9151","","","heightslions@aol.com","http://www.heightslions.com","8641","Civic and Social Associations","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Service Clubs","4; 07","South Central and Great Plains States; Social Welfare Organizations","Paul Eads","","","",""
"AXZUKC644711685","Houston Industry Liaison Group","c/o Y. Stella Raymaker, Chairperson","1001 Fannin St., Ste. 4000","","","","Houston, TX 77002 USA","Houston","TX","77002","United States","713","(713)512-6554","","(713)394-7604","","http://www.ghilg.org","8699","Membership Organizations Nec","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Communications","4; 01","South Central and Great Plains States; Trade, Business, and Commercial Organizations","Y. Stella Raymaker","","","",""
"MPKFZZ579068928","Houston Inventors Association (HIA)","2916 W T.C. Jester Blvd., Ste. 100","","","","","Houston, TX 77018 USA","Houston","TX","77018","United States","713","(713)686-7676","","(713)686-7676","","http://www.inventors.org","8621","Professional Organizations","8999","Services Nec","1983","","","200","None Reported","None Reported","","None Reported","","","","None Reported","","","Inventors","4; 04","South Central and Great Plains States; Engineering, Technological, and Natural and Social Sciences Organizations","Ken Roddy","","","",""
"JPSSXO816495343","Houston Lawyers Association","PO Box 300009","","","","","Houston, TX 77230-0009 USA","Houston","TX","77230-0009","United States","713","(713)493-2566","","","","http://houstonlawyersassociation.org","8699","Membership Organizations Nec","","","","","","","None Reported","None Reported","","None Reported","","","","None Reported","","","Law","4; 03","South Central and Great Plains States; Legal, Governmental, Public Administration, and Military Organizations","Danyahel Norris","","","",""
